2026-04-18 21:44:42 [INFO    ] maid | _load_token:124 | App token: 2940df12...
2026-04-19 13:46:30 [DEBUG   ] maid | _req_log:2330 | HTTP 200 GET /memory
2026-04-19 13:46:30 [DEBUG   ] maid | _req_log:2330 | HTTP 200 GET /stats
2026-04-19 13:46:30 [DEBUG   ] maid | _req_log:2330 | HTTP 200 GET /api/ltm
2026-04-19 13:46:30 [DEBUG   ] maid | _req_log:2330 | HTTP 200 GET /api/scene_summary
2026-04-19 13:46:30 [DEBUG   ] maid | _req_log:2330 | HTTP 200 GET /api/rp_scene
2026-04-19 13:46:30 [DEBUG   ] maid | _req_log:2330 | HTTP 200 GET /api/topics
2026-04-19 13:46:30 [DEBUG   ] maid | _req_log:2330 | HTTP 200 GET /config
2026-04-19 13:46:30 [DEBUG   ] maid | _req_log:2330 | HTTP 200 GET /api/live_scene
2026-04-19 13:46:30 [DEBUG   ] maid | _req_log:2330 | HTTP 200 GET /health
2026-04-19 13:46:59 [INFO    ] maid | get_embedder:984 | Loading embedding model: intfloat/multilingual-e5-large (threads=8) -- first run may download ~1 GB
2026-04-19 13:47:05 [DEBUG   ] maid | _req_log:2330 | HTTP 200 GET /health
2026-04-19 13:47:06 [INFO    ] maid | get_embedder:991 | Embedding model ready: dim=1024
2026-04-19 13:47:35 [DEBUG   ] maid | _req_log:2330 | HTTP 200 GET /health
2026-04-19 13:48:05 [DEBUG   ] maid | _req_log:2330 | HTTP 200 GET /health
2026-04-19 13:48:29 [DEBUG   ] maid | _req_log:2330 | HTTP 200 GET /api/ltm
2026-04-19 13:48:35 [DEBUG   ] maid | _req_log:2330 | HTTP 200 GET /health
2026-04-19 13:48:38 [DEBUG   ] maid | _req_log:2330 | HTTP 200 GET /api/tasks
2026-04-19 13:48:39 [DEBUG   ] maid | _req_log:2330 | HTTP 200 GET /api/reflections
2026-04-19 13:48:44 [DEBUG   ] maid | _req_log:2330 | HTTP 200 GET /config
2026-04-19 13:48:44 [DEBUG   ] maid | _req_log:2330 | HTTP 200 GET /favicon.ico
2026-04-19 13:48:44 [DEBUG   ] maid | _req_log:2330 | HTTP 200 GET /config
2026-04-19 13:48:44 [DEBUG   ] maid | _req_log:2330 | HTTP 200 GET /api/live_scene
2026-04-19 13:48:44 [DEBUG   ] maid | _req_log:2330 | HTTP 200 GET /api/live_scene
2026-04-19 13:49:05 [DEBUG   ] maid | _req_log:2330 | HTTP 200 GET /health
2026-04-19 13:49:11 [DEBUG   ] maid | _req_log:2330 | HTTP 200 GET /favicon.ico
2026-04-19 13:49:35 [DEBUG   ] maid | _req_log:2330 | HTTP 200 GET /health
2026-04-19 13:49:58 [DEBUG   ] maid | _req_log:2330 | HTTP 200 DELETE /api/scene_summary
2026-04-19 13:50:03 [DEBUG   ] maid | _req_log:2330 | HTTP 200 POST /api/state/reset
2026-04-19 13:50:05 [DEBUG   ] maid | _req_log:2330 | HTTP 200 GET /health
2026-04-19 13:50:10 [DEBUG   ] maid | _req_log:2330 | HTTP 200 POST /api/memory/clear
2026-04-19 13:50:13 [DEBUG   ] maid | _req_log:2330 | HTTP 200 GET /api/ltm
2026-04-19 13:50:15 [DEBUG   ] maid | _req_log:2330 | HTTP 200 GET /api/tasks
2026-04-19 13:50:17 [DEBUG   ] maid | _req_log:2330 | HTTP 200 GET /api/reflections
2026-04-19 13:50:40 [DEBUG   ] maid | _req_log:2330 | HTTP 200 GET /health
2026-04-19 13:50:56 [INFO    ] maid | chat:2374 | Chat uid=master intent=greeting mode=default
2026-04-19 13:50:56 [DEBUG   ] maid | _req_log:2330 | HTTP 200 POST /api/chat
2026-04-19 13:51:00 [DEBUG   ] maid | update_state:705 | State uid=master mood=0.50 att=0.32 session=1 total=26
2026-04-19 13:51:01 [DEBUG   ] maid | _req_log:2330 | HTTP 200 GET /api/live_scene
2026-04-19 13:51:02 [DEBUG   ] maid | _req_log:2330 | HTTP 200 GET /api/live_scene
2026-04-19 13:51:03 [DEBUG   ] maid | _req_log:2330 | HTTP 200 GET /api/live_scene
2026-04-19 13:51:05 [DEBUG   ] maid | _req_log:2330 | HTTP 200 GET /api/live_scene
2026-04-19 13:51:06 [DEBUG   ] maid | _req_log:2330 | HTTP 200 GET /api/live_scene
2026-04-19 13:51:07 [DEBUG   ] maid | _req_log:2330 | HTTP 200 GET /api/live_scene
2026-04-19 13:51:10 [DEBUG   ] maid | _req_log:2330 | HTTP 200 GET /health
2026-04-19 13:51:10 [DEBUG   ] maid | _req_log:2330 | HTTP 200 GET /api/live_scene
2026-04-19 13:51:14 [DEBUG   ] maid | _req_log:2330 | HTTP 200 GET /api/live_scene
2026-04-19 13:51:15 [WARNING ] maid | _build_live_scene_async:1504 | Immersive JSON parse failed uid=master len=0
2026-04-19 13:51:15 [DEBUG   ] maid | _build_live_scene_async:1505 | Immersive raw: 
2026-04-19 13:51:17 [DEBUG   ] maid | _req_log:2330 | HTTP 200 GET /api/live_scene
2026-04-19 13:51:21 [DEBUG   ] maid | _req_log:2330 | HTTP 200 GET /api/live_scene
2026-04-19 13:51:25 [DEBUG   ] maid | _req_log:2330 | HTTP 200 GET /api/live_scene
2026-04-19 13:51:28 [DEBUG   ] maid | _req_log:2330 | HTTP 200 GET /api/live_scene
2026-04-19 13:51:32 [DEBUG   ] maid | _req_log:2330 | HTTP 200 GET /api/live_scene
2026-04-19 13:51:35 [DEBUG   ] maid | _req_log:2330 | HTTP 200 GET /api/live_scene
2026-04-19 13:51:39 [DEBUG   ] maid | _req_log:2330 | HTTP 200 GET /api/live_scene
2026-04-19 13:51:40 [DEBUG   ] maid | _req_log:2330 | HTTP 200 GET /health
2026-04-19 13:51:42 [DEBUG   ] maid | _req_log:2330 | HTTP 200 GET /api/live_scene
2026-04-19 13:51:46 [DEBUG   ] maid | _req_log:2330 | HTTP 200 GET /api/live_scene
2026-04-19 13:51:49 [DEBUG   ] maid | _req_log:2330 | HTTP 200 GET /api/live_scene
2026-04-19 13:51:53 [DEBUG   ] maid | _req_log:2330 | HTTP 200 GET /api/live_scene
2026-04-19 13:51:56 [DEBUG   ] maid | _req_log:2330 | HTTP 200 GET /api/live_scene
2026-04-19 13:52:00 [DEBUG   ] maid | _req_log:2330 | HTTP 200 GET /api/live_scene
2026-04-19 13:52:03 [DEBUG   ] maid | _req_log:2330 | HTTP 200 GET /api/live_scene
2026-04-19 13:52:07 [DEBUG   ] maid | _req_log:2330 | HTTP 200 GET /api/live_scene
2026-04-19 13:52:10 [DEBUG   ] maid | _req_log:2330 | HTTP 200 GET /health
2026-04-19 13:52:10 [DEBUG   ] maid | _req_log:2330 | HTTP 200 GET /api/live_scene
2026-04-19 13:52:14 [DEBUG   ] maid | _req_log:2330 | HTTP 200 GET /api/live_scene
2026-04-19 13:52:17 [DEBUG   ] maid | _req_log:2330 | HTTP 200 GET /api/live_scene
2026-04-19 13:52:40 [DEBUG   ] maid | _req_log:2330 | HTTP 200 GET /health
2026-04-19 13:53:10 [DEBUG   ] maid | _req_log:2330 | HTTP 200 GET /health
2026-04-19 13:53:12 [INFO    ] maid | chat:2374 | Chat uid=master intent=complaint mode=default
2026-04-19 13:53:12 [DEBUG   ] maid | _req_log:2330 | HTTP 200 POST /api/chat
2026-04-19 13:53:15 [DEBUG   ] maid | update_state:705 | State uid=master mood=0.50 att=0.34 session=2 total=27
2026-04-19 13:53:16 [DEBUG   ] maid | _req_log:2330 | HTTP 200 GET /api/live_scene
2026-04-19 13:53:17 [DEBUG   ] maid | _req_log:2330 | HTTP 200 GET /api/live_scene
2026-04-19 13:53:18 [DEBUG   ] maid | _req_log:2330 | HTTP 200 GET /api/live_scene
2026-04-19 13:53:19 [DEBUG   ] maid | _req_log:2330 | HTTP 200 GET /api/live_scene
2026-04-19 13:53:21 [DEBUG   ] maid | _req_log:2330 | HTTP 200 GET /api/live_scene
2026-04-19 13:53:22 [DEBUG   ] maid | _req_log:2330 | HTTP 200 GET /api/live_scene
2026-04-19 13:53:25 [DEBUG   ] maid | _req_log:2330 | HTTP 200 GET /api/live_scene
2026-04-19 13:53:29 [DEBUG   ] maid | _req_log:2330 | HTTP 200 GET /api/live_scene
2026-04-19 13:53:31 [WARNING ] maid | _build_live_scene_async:1504 | Immersive JSON parse failed uid=master len=0
2026-04-19 13:53:31 [DEBUG   ] maid | _build_live_scene_async:1505 | Immersive raw: 
2026-04-19 13:53:32 [DEBUG   ] maid | _req_log:2330 | HTTP 200 GET /api/live_scene
2026-04-19 13:53:36 [DEBUG   ] maid | _req_log:2330 | HTTP 200 GET /api/live_scene
2026-04-19 13:53:39 [DEBUG   ] maid | _req_log:2330 | HTTP 200 GET /api/live_scene
2026-04-19 13:53:40 [DEBUG   ] maid | _req_log:2330 | HTTP 200 GET /health
2026-04-19 13:53:43 [DEBUG   ] maid | _req_log:2330 | HTTP 200 GET /api/live_scene
2026-04-19 13:53:46 [DEBUG   ] maid | _req_log:2330 | HTTP 200 GET /api/live_scene
2026-04-19 13:53:50 [DEBUG   ] maid | _req_log:2330 | HTTP 200 GET /api/live_scene
2026-04-19 13:53:53 [DEBUG   ] maid | _req_log:2330 | HTTP 200 GET /api/live_scene
2026-04-19 13:53:57 [DEBUG   ] maid | _req_log:2330 | HTTP 200 GET /api/live_scene
2026-04-19 13:54:00 [DEBUG   ] maid | _req_log:2330 | HTTP 200 GET /api/live_scene
2026-04-19 13:54:04 [DEBUG   ] maid | _req_log:2330 | HTTP 200 GET /api/live_scene
2026-04-19 13:54:07 [DEBUG   ] maid | _req_log:2330 | HTTP 200 GET /api/live_scene
2026-04-19 13:54:10 [DEBUG   ] maid | _req_log:2330 | HTTP 200 GET /health
2026-04-19 13:54:11 [DEBUG   ] maid | _req_log:2330 | HTTP 200 GET /api/live_scene
2026-04-19 13:54:14 [DEBUG   ] maid | _req_log:2330 | HTTP 200 GET /api/live_scene
2026-04-19 13:54:18 [DEBUG   ] maid | _req_log:2330 | HTTP 200 GET /api/live_scene
2026-04-19 13:54:22 [DEBUG   ] maid | _req_log:2330 | HTTP 200 GET /api/live_scene
2026-04-19 13:54:25 [DEBUG   ] maid | _req_log:2330 | HTTP 200 GET /api/live_scene
2026-04-19 13:54:29 [DEBUG   ] maid | _req_log:2330 | HTTP 200 GET /api/live_scene
2026-04-19 13:54:32 [DEBUG   ] maid | _req_log:2330 | HTTP 200 GET /api/live_scene
2026-04-19 13:54:40 [DEBUG   ] maid | _req_log:2330 | HTTP 200 GET /health
2026-04-19 13:55:11 [DEBUG   ] maid | _req_log:2330 | HTTP 200 GET /health
2026-04-19 13:55:42 [DEBUG   ] maid | _req_log:2330 | HTTP 200 GET /health
2026-04-19 13:56:13 [DEBUG   ] maid | _req_log:2330 | HTTP 200 GET /health
2026-04-19 13:56:44 [DEBUG   ] maid | _req_log:2330 | HTTP 200 GET /health
2026-04-19 13:57:15 [DEBUG   ] maid | _req_log:2330 | HTTP 200 GET /health
2026-04-19 13:57:46 [DEBUG   ] maid | _req_log:2330 | HTTP 200 GET /health
2026-04-19 13:58:17 [DEBUG   ] maid | _req_log:2330 | HTTP 200 GET /health
2026-04-19 13:58:48 [DEBUG   ] maid | _req_log:2330 | HTTP 200 GET /health
2026-04-19 13:59:19 [DEBUG   ] maid | _req_log:2330 | HTTP 200 GET /health
2026-04-19 13:59:50 [DEBUG   ] maid | _req_log:2330 | HTTP 200 GET /health
2026-04-19 14:00:21 [DEBUG   ] maid | _req_log:2330 | HTTP 200 GET /health
2026-04-19 14:00:52 [DEBUG   ] maid | _req_log:2330 | HTTP 200 GET /health
2026-04-19 14:01:23 [DEBUG   ] maid | _req_log:2330 | HTTP 200 GET /health
2026-04-19 14:01:54 [DEBUG   ] maid | _req_log:2330 | HTTP 200 GET /health
2026-04-19 14:02:25 [DEBUG   ] maid | _req_log:2330 | HTTP 200 GET /health
2026-04-19 14:02:56 [DEBUG   ] maid | _req_log:2330 | HTTP 200 GET /health
2026-04-19 14:03:27 [DEBUG   ] maid | _req_log:2330 | HTTP 200 GET /health
2026-04-19 14:03:58 [DEBUG   ] maid | _req_log:2330 | HTTP 200 GET /health
2026-04-19 14:04:27 [INFO    ] maid | _lifespan:2298 | Digital Human v9.0 stopped
2026-04-19 14:15:07 [INFO    ] maid | _load_token:124 | App token: 2940df12...
2026-04-19 14:15:07 [INFO    ] maid | init_db:419 | DB init: C:\Ai\DigitalHuman_v8\memory.db
2026-04-19 14:15:07 [INFO    ] maid | init_db:442 | DB ready
2026-04-19 14:15:07 [INFO    ] maid | _lifespan:2299 | Digital Human v9.0 started
2026-04-19 14:15:07 [DEBUG   ] maid | _req_log:2355 | HTTP 200 GET /health
2026-04-19 14:15:09 [DEBUG   ] maid | _req_log:2355 | HTTP 200 GET /
2026-04-19 14:15:10 [DEBUG   ] maid | _req_log:2355 | HTTP 200 GET /api/token
2026-04-19 14:15:10 [DEBUG   ] maid | _req_log:2355 | HTTP 200 GET /api/status
2026-04-19 14:15:10 [DEBUG   ] maid | _req_log:2355 | HTTP 200 GET /favicon.ico
2026-04-19 14:15:10 [DEBUG   ] maid | _req_log:2355 | HTTP 200 GET /api/users
2026-04-19 14:15:10 [DEBUG   ] maid | _req_log:2355 | HTTP 200 GET /api/users
2026-04-19 14:15:10 [DEBUG   ] maid | _req_log:2355 | HTTP 200 GET /memory
2026-04-19 14:15:10 [DEBUG   ] maid | _req_log:2355 | HTTP 200 GET /stats
2026-04-19 14:15:10 [DEBUG   ] maid | _req_log:2355 | HTTP 200 GET /api/ltm
2026-04-19 14:15:10 [DEBUG   ] maid | _req_log:2355 | HTTP 200 GET /api/scene_summary
2026-04-19 14:15:10 [DEBUG   ] maid | _req_log:2355 | HTTP 200 GET /api/rp_scene
2026-04-19 14:15:10 [DEBUG   ] maid | _req_log:2355 | HTTP 200 GET /api/topics
2026-04-19 14:15:10 [DEBUG   ] maid | _req_log:2355 | HTTP 200 GET /config
2026-04-19 14:15:10 [DEBUG   ] maid | _req_log:2355 | HTTP 200 GET /api/live_scene
2026-04-19 14:15:10 [DEBUG   ] maid | _req_log:2355 | HTTP 200 GET /health
2026-04-19 14:15:39 [INFO    ] maid | get_embedder:984 | Loading embedding model: intfloat/multilingual-e5-large (threads=8) -- first run may download ~1 GB
2026-04-19 14:15:42 [DEBUG   ] maid | _req_log:2355 | HTTP 200 GET /health
2026-04-19 14:15:42 [INFO    ] maid | get_embedder:991 | Embedding model ready: dim=1024
2026-04-19 14:16:04 [DEBUG   ] maid | _req_log:2355 | HTTP 200 DELETE /api/scene_summary
2026-04-19 14:16:08 [DEBUG   ] maid | _req_log:2355 | HTTP 200 POST /api/state/reset
2026-04-19 14:16:13 [DEBUG   ] maid | _req_log:2355 | HTTP 200 GET /health
2026-04-19 14:16:13 [DEBUG   ] maid | _req_log:2355 | HTTP 200 POST /api/memory/clear
2026-04-19 14:16:43 [DEBUG   ] maid | _req_log:2355 | HTTP 200 GET /config
2026-04-19 14:16:43 [DEBUG   ] maid | _req_log:2355 | HTTP 200 GET /api/live_scene
2026-04-19 14:16:43 [DEBUG   ] maid | _req_log:2355 | HTTP 200 GET /favicon.ico
2026-04-19 14:16:43 [DEBUG   ] maid | _req_log:2355 | HTTP 200 GET /config
2026-04-19 14:16:43 [DEBUG   ] maid | _req_log:2355 | HTTP 200 GET /api/live_scene
2026-04-19 14:16:43 [DEBUG   ] maid | _req_log:2355 | HTTP 200 GET /health
2026-04-19 14:16:46 [DEBUG   ] maid | _req_log:2355 | HTTP 200 GET /config
2026-04-19 14:16:46 [DEBUG   ] maid | _req_log:2355 | HTTP 200 GET /api/live_scene
2026-04-19 14:16:48 [DEBUG   ] maid | _req_log:2355 | HTTP 200 GET /config
2026-04-19 14:16:48 [DEBUG   ] maid | _req_log:2355 | HTTP 200 GET /api/live_scene
2026-04-19 14:16:51 [DEBUG   ] maid | _req_log:2355 | HTTP 200 GET /favicon.ico
2026-04-19 14:17:13 [DEBUG   ] maid | _req_log:2355 | HTTP 200 GET /health
2026-04-19 14:17:35 [INFO    ] maid | chat:2399 | Chat uid=master intent=greeting mode=default
2026-04-19 14:17:35 [DEBUG   ] maid | _req_log:2355 | HTTP 200 POST /api/chat
2026-04-19 14:17:38 [DEBUG   ] maid | update_state:705 | State uid=master mood=0.50 att=0.32 session=1 total=28
2026-04-19 14:17:38 [WARNING ] maid | _build_live_scene_async:1517 | Immersive LLM HTTP 400 uid=master mode=normal attempt=1
2026-04-19 14:17:39 [DEBUG   ] maid | _req_log:2355 | HTTP 200 GET /api/live_scene
2026-04-19 14:17:40 [DEBUG   ] maid | _req_log:2355 | HTTP 200 GET /api/live_scene
2026-04-19 14:17:41 [DEBUG   ] maid | _req_log:2355 | HTTP 200 GET /api/live_scene
2026-04-19 14:17:43 [DEBUG   ] maid | _req_log:2355 | HTTP 200 GET /api/live_scene
2026-04-19 14:17:43 [DEBUG   ] maid | _req_log:2355 | HTTP 200 GET /health
2026-04-19 14:17:44 [DEBUG   ] maid | _req_log:2355 | HTTP 200 GET /api/live_scene
2026-04-19 14:17:45 [DEBUG   ] maid | _req_log:2355 | HTTP 200 GET /api/live_scene
2026-04-19 14:17:49 [DEBUG   ] maid | _req_log:2355 | HTTP 200 GET /api/live_scene
2026-04-19 14:17:52 [DEBUG   ] maid | _req_log:2355 | HTTP 200 GET /api/live_scene
2026-04-19 14:17:54 [WARNING ] maid | _build_live_scene_async:1528 | Immersive JSON parse fail uid=master mode=normal attempt=2 len=0 preview=''
2026-04-19 14:17:56 [DEBUG   ] maid | _req_log:2355 | HTTP 200 GET /api/live_scene
2026-04-19 14:17:59 [DEBUG   ] maid | _req_log:2355 | HTTP 200 GET /api/live_scene
2026-04-19 14:18:03 [DEBUG   ] maid | _req_log:2355 | HTTP 200 GET /api/live_scene
2026-04-19 14:18:06 [DEBUG   ] maid | _req_log:2355 | HTTP 200 GET /api/live_scene
2026-04-19 14:18:10 [DEBUG   ] maid | _req_log:2355 | HTTP 200 GET /api/live_scene
2026-04-19 14:18:13 [DEBUG   ] maid | _req_log:2355 | HTTP 200 GET /api/live_scene
2026-04-19 14:18:13 [DEBUG   ] maid | _req_log:2355 | HTTP 200 GET /health
2026-04-19 14:18:17 [DEBUG   ] maid | _req_log:2355 | HTTP 200 GET /api/live_scene
2026-04-19 14:18:20 [DEBUG   ] maid | _req_log:2355 | HTTP 200 GET /api/live_scene
2026-04-19 14:18:24 [DEBUG   ] maid | _req_log:2355 | HTTP 200 GET /api/live_scene
2026-04-19 14:18:27 [DEBUG   ] maid | _req_log:2355 | HTTP 200 GET /api/live_scene
2026-04-19 14:18:31 [DEBUG   ] maid | _req_log:2355 | HTTP 200 GET /api/live_scene
2026-04-19 14:18:34 [DEBUG   ] maid | _req_log:2355 | HTTP 200 GET /api/live_scene
2026-04-19 14:18:38 [DEBUG   ] maid | _req_log:2355 | HTTP 200 GET /api/live_scene
2026-04-19 14:18:41 [DEBUG   ] maid | _req_log:2355 | HTTP 200 GET /api/live_scene
2026-04-19 14:18:43 [DEBUG   ] maid | _req_log:2355 | HTTP 200 GET /health
2026-04-19 14:18:45 [DEBUG   ] maid | _req_log:2355 | HTTP 200 GET /api/live_scene
2026-04-19 14:18:48 [DEBUG   ] maid | _req_log:2355 | HTTP 200 GET /api/live_scene
2026-04-19 14:18:52 [DEBUG   ] maid | _req_log:2355 | HTTP 200 GET /api/live_scene
2026-04-19 14:18:55 [DEBUG   ] maid | _req_log:2355 | HTTP 200 GET /api/live_scene
2026-04-19 14:19:53 [INFO    ] maid | _lifespan:2323 | Digital Human v9.0 stopped
2026-04-19 14:31:06 [INFO    ] maid | _load_token:124 | App token: 2940df12...
2026-04-19 14:31:06 [INFO    ] maid | init_db:419 | DB init: C:\Ai\DigitalHuman_v8\memory.db
2026-04-19 14:31:06 [INFO    ] maid | init_db:442 | DB ready
2026-04-19 14:31:06 [INFO    ] maid | _lifespan:2297 | Digital Human v9.0 started
2026-04-19 14:31:06 [DEBUG   ] maid | _req_log:2353 | HTTP 200 GET /health
2026-04-19 14:31:08 [DEBUG   ] maid | _req_log:2353 | HTTP 200 GET /
2026-04-19 14:31:09 [DEBUG   ] maid | _req_log:2353 | HTTP 200 GET /api/token
2026-04-19 14:31:09 [DEBUG   ] maid | _req_log:2353 | HTTP 200 GET /favicon.ico
2026-04-19 14:31:09 [DEBUG   ] maid | _req_log:2353 | HTTP 200 GET /api/status
2026-04-19 14:31:09 [DEBUG   ] maid | _req_log:2353 | HTTP 200 GET /api/users
2026-04-19 14:31:09 [DEBUG   ] maid | _req_log:2353 | HTTP 200 GET /api/users
2026-04-19 14:31:09 [DEBUG   ] maid | _req_log:2353 | HTTP 200 GET /memory
2026-04-19 14:31:09 [DEBUG   ] maid | _req_log:2353 | HTTP 200 GET /stats
2026-04-19 14:31:09 [DEBUG   ] maid | _req_log:2353 | HTTP 200 GET /api/ltm
2026-04-19 14:31:09 [DEBUG   ] maid | _req_log:2353 | HTTP 200 GET /api/scene_summary
2026-04-19 14:31:09 [DEBUG   ] maid | _req_log:2353 | HTTP 200 GET /api/rp_scene
2026-04-19 14:31:09 [DEBUG   ] maid | _req_log:2353 | HTTP 200 GET /api/topics
2026-04-19 14:31:09 [DEBUG   ] maid | _req_log:2353 | HTTP 200 GET /config
2026-04-19 14:31:09 [DEBUG   ] maid | _req_log:2353 | HTTP 200 GET /api/live_scene
2026-04-19 14:31:09 [DEBUG   ] maid | _req_log:2353 | HTTP 200 GET /health
2026-04-19 14:31:18 [DEBUG   ] maid | _req_log:2353 | HTTP 200 DELETE /api/scene_summary
2026-04-19 14:31:22 [DEBUG   ] maid | _req_log:2353 | HTTP 200 POST /api/state/reset
2026-04-19 14:31:27 [DEBUG   ] maid | _req_log:2353 | HTTP 200 POST /api/memory/clear
2026-04-19 14:31:37 [INFO    ] maid | get_embedder:984 | Loading embedding model: intfloat/multilingual-e5-large (threads=8) -- first run may download ~1 GB
2026-04-19 14:31:40 [INFO    ] maid | get_embedder:991 | Embedding model ready: dim=1024
2026-04-19 14:31:40 [DEBUG   ] maid | _req_log:2353 | HTTP 200 GET /health
2026-04-19 14:31:40 [INFO    ] maid | chat:2397 | Chat uid=master intent=greeting mode=default
2026-04-19 14:31:40 [DEBUG   ] maid | _req_log:2353 | HTTP 200 POST /api/chat
2026-04-19 14:31:44 [DEBUG   ] maid | update_state:705 | State uid=master mood=0.50 att=0.32 session=1 total=29
2026-04-19 14:31:45 [DEBUG   ] maid | _req_log:2353 | HTTP 200 GET /api/live_scene
2026-04-19 14:31:46 [DEBUG   ] maid | _req_log:2353 | HTTP 200 GET /api/live_scene
2026-04-19 14:31:47 [DEBUG   ] maid | _req_log:2353 | HTTP 200 GET /api/live_scene
2026-04-19 14:31:48 [DEBUG   ] maid | _req_log:2353 | HTTP 200 GET /api/live_scene
2026-04-19 14:31:49 [DEBUG   ] maid | _req_log:2353 | HTTP 200 GET /api/live_scene
2026-04-19 14:31:50 [INFO    ] maid | _build_live_scene_async:1532 | Immersive committed uid=master mode=normal gen=1 in 6.4s
2026-04-19 14:31:51 [DEBUG   ] maid | _req_log:2353 | HTTP 200 GET /api/live_scene
2026-04-19 14:32:10 [DEBUG   ] maid | _req_log:2353 | HTTP 200 GET /health
2026-04-19 14:32:12 [DEBUG   ] maid | _req_log:2353 | HTTP 200 GET /api/ltm
2026-04-19 14:32:15 [DEBUG   ] maid | _req_log:2353 | HTTP 200 GET /api/tasks
2026-04-19 14:32:16 [DEBUG   ] maid | _req_log:2353 | HTTP 200 GET /api/reflections
2026-04-19 14:32:33 [INFO    ] maid | chat:2397 | Chat uid=master intent=question mode=default
2026-04-19 14:32:33 [DEBUG   ] maid | _req_log:2353 | HTTP 200 POST /api/chat
2026-04-19 14:32:36 [DEBUG   ] maid | update_state:705 | State uid=master mood=0.56 att=0.34 session=2 total=30
2026-04-19 14:32:36 [DEBUG   ] maid | _req_log:2353 | HTTP 200 GET /api/live_scene
2026-04-19 14:32:37 [DEBUG   ] maid | _req_log:2353 | HTTP 200 GET /api/live_scene
2026-04-19 14:32:39 [DEBUG   ] maid | _req_log:2353 | HTTP 200 GET /api/live_scene
2026-04-19 14:32:40 [DEBUG   ] maid | _req_log:2353 | HTTP 200 GET /api/live_scene
2026-04-19 14:32:40 [DEBUG   ] maid | _req_log:2353 | HTTP 200 GET /health
2026-04-19 14:32:41 [DEBUG   ] maid | _req_log:2353 | HTTP 200 GET /api/live_scene
2026-04-19 14:32:42 [DEBUG   ] maid | _req_log:2353 | HTTP 200 GET /api/live_scene
2026-04-19 14:32:42 [INFO    ] maid | _build_live_scene_async:1532 | Immersive committed uid=master mode=normal gen=2 in 6.7s
2026-04-19 14:32:46 [DEBUG   ] maid | _req_log:2353 | HTTP 200 GET /api/live_scene
2026-04-19 14:33:19 [INFO    ] maid | _lifespan:2321 | Digital Human v9.0 stopped
2026-04-25 10:46:56 [INFO    ] maid | _load_token:126 | App token: 2940df12...
2026-04-25 10:46:56 [INFO    ] maid | init_db:131 | DB init: C:\Ai\DigitalHuman_v8\memory.db
2026-04-25 10:46:56 [INFO    ] maid | init_db:159 | DB ready
2026-04-25 10:46:57 [INFO    ] maid | start_autonomous_loops:380 | Autonomous: proactive loop task scheduled
2026-04-25 10:46:57 [INFO    ] maid | start_autonomous_loops:386 | Autonomous: diary loop task scheduled
2026-04-25 10:46:57 [INFO    ] maid | _lifespan:1304 | Digital Human v9.1 started
2026-04-25 10:46:57 [INFO    ] maid | _proactive_loop:198 | Proactive loop started
2026-04-25 10:46:57 [INFO    ] maid | _diary_loop:351 | Diary loop started
2026-04-25 10:46:57 [DEBUG   ] maid | _req_log:1360 | HTTP 200 GET /health
2026-04-25 10:47:00 [DEBUG   ] maid | _req_log:1360 | HTTP 200 GET /
2026-04-25 10:47:00 [DEBUG   ] maid | _req_log:1360 | HTTP 200 GET /api/token
2026-04-25 10:47:01 [ERROR   ] maid | _log_exc:68 | Request GET /api/status: name '_EMBEDDER_STATE' is not defined
Traceback (most recent call last):
  File "C:\Ai\DigitalHuman_v8\.venv\Lib\site-packages\starlette\middleware\base.py", line 151, in call_next
    message = await recv_stream.receive()
              ^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Ai\DigitalHuman_v8\.venv\Lib\site-packages\anyio\streams\memory.py", line 132, in receive
    raise EndOfStream from None
anyio.EndOfStream

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "C:\Ai\DigitalHuman_v8\main.py", line 1358, in _req_log
    r=await call_next(request)
      ^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Ai\DigitalHuman_v8\.venv\Lib\site-packages\starlette\middleware\base.py", line 159, in call_next
    raise app_exc
  File "C:\Ai\DigitalHuman_v8\.venv\Lib\site-packages\starlette\middleware\base.py", line 144, in coro
    await self.app(scope, receive_or_disconnect, send_no_error)
  File "C:\Ai\DigitalHuman_v8\.venv\Lib\site-packages\starlette\middleware\base.py", line 182, in __call__
    with recv_stream, send_stream, collapse_excgroups():
  File "C:\Users\user\AppData\Local\Programs\Python\Python311\Lib\contextlib.py", line 158, in __exit__
    self.gen.throw(typ, value, traceback)
  File "C:\Ai\DigitalHuman_v8\.venv\Lib\site-packages\starlette\_utils.py", line 85, in collapse_excgroups
    raise exc
  File "C:\Ai\DigitalHuman_v8\.venv\Lib\site-packages\starlette\middleware\base.py", line 184, in __call__
    response = await self.dispatch_func(request, call_next)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Ai\DigitalHuman_v8\main.py", line 1353, in _security_middleware
    return await call_next(request)
           ^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Ai\DigitalHuman_v8\.venv\Lib\site-packages\starlette\middleware\base.py", line 159, in call_next
    raise app_exc
